page_type,지역명,학교명,학교급,학년표현,과목표현,내신사용,display_keyword,compact_keyword,slug,title,title_core_terms,body_core_terms,description_core_terms,is_valid,validation_note
school,,울산강남고등학교,고등학교,고등학생,수학,false,울산강남고등학교 고등학생 수학과외,울산강남고등학교고등학생수학과외,울산강남고등학교고등학생수학과외,울산강남고등학교 고등학생 수학과외 이해와 적용의 순서를 분명하게 잡는 문제 해결의 순서를 정리합니다,울산강남고등학교|고등학생|수학|과외,울산강남고등학교|고등학생|수학|과외,울산강남고등학교|고등학생|수학|과외,true,정상
school,,부광고등학교,고등학교,고등학생,과학,false,부광고등학교 고등학생 과학과외,부광고등학교고등학생과학과외,부광고등학교고등학생과학과외,부광고등학교 고등학생 과학과외 과학 원리와 문제 적용 순서를 점검합니다 학습 방향을 함께 살펴봅니다,부광고등학교|고등학생|과학|과외,부광고등학교|고등학생|과학|과외,부광고등학교|고등학생|과학|과외,true,정상
school,,목상고등학교,고등학교,고등학생,국어,false,목상고등학교 고등학생 국어과외,목상고등학교고등학생국어과외,목상고등학교고등학생국어과외,목상고등학교 고등학생 국어과외 교과 내용을 자신의 말로 설명해 보는 질문과 설명의 과정을 안내합니다,목상고등학교|고등학생|국어|과외,목상고등학교|고등학생|국어|과외,목상고등학교|고등학생|국어|과외,true,정상
school,,동암고등학교,고등학교,고등학생,영수,false,동암고등학교 고등학생 영수과외,동암고등학교고등학생영수과외,동암고등학교고등학생영수과외,동암고등학교 고등학생 영수과외 학습 부담을 나누어 꾸준히 이어가는 시험 범위별 우선순위를 확인합니다,동암고등학교|고등학생|영수|과외,동암고등학교|고등학생|영수|과외,동암고등학교|고등학생|영수|과외,true,정상
school,,대기고등학교,고등학교,,,true,대기고등학교 내신과외,대기고등학교내신과외,대기고등학교내신과외,대기고등학교 내신과외 단기 목표와 누적 복습을 함께 배치하는 학습 기록을 활용하는 방법을 정리합니다,대기고등학교|내신|과외,대기고등학교|내신|과외,대기고등학교|내신|과외,true,정상
school,,공주고등학교,고등학교,,영어,true,공주고등학교 영어 내신과외,공주고등학교영어내신과외,공주고등학교영어내신과외,공주고등학교 영어 내신과외 주간 계획과 실천 결과를 비교하는 학습 기록을 활용하는 방법을 정리합니다,공주고등학교|영어|내신|과외,공주고등학교|영어|내신|과외,공주고등학교|영어|내신|과외,true,정상
school,,주성고등학교,고등학교,,수학,true,주성고등학교 수학 내신과외,주성고등학교수학내신과외,주성고등학교수학내신과외,주성고등학교 수학 내신과외 풀이 근거와 판단 순서를 꼼꼼히 살피는 시험 범위별 우선순위를 확인합니다,주성고등학교|수학|내신|과외,주성고등학교|수학|내신|과외,주성고등학교|수학|내신|과외,true,정상
school,,강릉문성고등학교,고등학교,,과학,true,강릉문성고등학교 과학 내신과외,강릉문성고등학교과학내신과외,강릉문성고등학교과학내신과외,강릉문성고등학교 과학 내신과외 과목별 공부 순서를 균형 있게 살펴보는 자기주도학습 방법을 살펴봅니다,강릉문성고등학교|과학|내신|과외,강릉문성고등학교|과학|내신|과외,강릉문성고등학교|과학|내신|과외,true,정상
school,,양주고등학교,고등학교,,국어,true,양주고등학교 국어 내신과외,양주고등학교국어내신과외,양주고등학교국어내신과외,양주고등학교 국어 내신과외 과목별 공부 순서를 균형 있게 살펴보는 시험 범위별 우선순위를 확인합니다,양주고등학교|국어|내신|과외,양주고등학교|국어|내신|과외,양주고등학교|국어|내신|과외,true,정상
school,,창원성민여자고등학교,고등학교,,영수,true,창원성민여자고등학교 영수 내신과외,창원성민여자고등학교영수내신과외,창원성민여자고등학교영수내신과외,창원성민여자고등학교 영수 내신과외 주간 계획과 실천 결과를 비교하는 질문과 설명의 과정을 안내합니다,창원성민여자고등학교|영수|내신|과외,창원성민여자고등학교|영수|내신|과외,창원성민여자고등학교|영수|내신|과외,true,정상
school,,영천성남여자고등학교,고등학교,고등,,true,영천성남여자고등학교 고등 내신과외,영천성남여자고등학교고등내신과외,영천성남여자고등학교고등내신과외,영천성남여자고등학교 고등 내신과외 질문과 설명 습관을 차분히 기르는 집중과 휴식의 기준을 점검합니다,영천성남여자고등학교|고등|내신|과외,영천성남여자고등학교|고등|내신|과외,영천성남여자고등학교|고등|내신|과외,true,정상
school,,살레시오고등학교,고등학교,고등학생,,true,살레시오고등학교 고등학생 내신과외,살레시오고등학교고등학생내신과외,살레시오고등학교고등학생내신과외,살레시오고등학교 고등학생 내신과외 학습 기록을 다음 계획으로 연결하는 개념 이해의 순서를 확인합니다,살레시오고등학교|고등학생|내신|과외,살레시오고등학교|고등학생|내신|과외,살레시오고등학교|고등학생|내신|과외,true,정상
school,,청구고등학교,고등학교,고등,영어,true,청구고등학교 고등 영어 내신과외,청구고등학교고등영어내신과외,청구고등학교고등영어내신과외,청구고등학교 고등 영어 내신과외 학습 기록을 활용하는 방법을 정리합니다 학습 방향을 함께 살펴봅니다,청구고등학교|고등|영어|내신|과외,청구고등학교|고등|영어|내신|과외,청구고등학교|고등|영어|내신|과외,true,정상
school,,중일고등학교,고등학교,고등,수학,true,중일고등학교 고등 수학 내신과외,중일고등학교고등수학내신과외,중일고등학교고등수학내신과외,중일고등학교 고등 수학 내신과외 학습 기록을 활용하는 방법을 정리합니다 학습 방향을 함께 살펴봅니다,중일고등학교|고등|수학|내신|과외,중일고등학교|고등|수학|내신|과외,중일고등학교|고등|수학|내신|과외,true,정상
school,,사직여자고등학교,고등학교,고등,과학,true,사직여자고등학교 고등 과학 내신과외,사직여자고등학교고등과학내신과외,사직여자고등학교고등과학내신과외,사직여자고등학교 고등 과학 내신과외 매일 실천할 공부 기준을 안내합니다 학습 방향을 함께 살펴봅니다,사직여자고등학교|고등|과학|내신|과외,사직여자고등학교|고등|과학|내신|과외,사직여자고등학교|고등|과학|내신|과외,true,정상
school,,신도고등학교,고등학교,고등,국어,true,신도고등학교 고등 국어 내신과외,신도고등학교고등국어내신과외,신도고등학교고등국어내신과외,신도고등학교 고등 국어 내신과외 풀이 근거와 판단 순서를 꼼꼼히 살피는 시험 대비 흐름을 점검합니다,신도고등학교|고등|국어|내신|과외,신도고등학교|고등|국어|내신|과외,신도고등학교|고등|국어|내신|과외,true,정상
school,,종촌고등학교,고등학교,고등,영수,true,종촌고등학교 고등 영수 내신과외,종촌고등학교고등영수내신과외,종촌고등학교고등영수내신과외,종촌고등학교 고등 영수 내신과외 취약 부분을 보완하는 흐름을 알아봅니다 학습 방향을 함께 살펴봅니다,종촌고등학교|고등|영수|내신|과외,종촌고등학교|고등|영수|내신|과외,종촌고등학교|고등|영수|내신|과외,true,정상
school,,울산삼일고등학교,고등학교,고등학생,영어,true,울산삼일고등학교 고등학생 영어 내신과외,울산삼일고등학교고등학생영어내신과외,울산삼일고등학교고등학생영어내신과외,울산삼일고등학교 고등학생 영어 내신과외 개념과 적용의 연결을 살펴봅니다 학습 방향을 함께 살펴봅니다,울산삼일고등학교|고등학생|영어|내신|과외,울산삼일고등학교|고등학생|영어|내신|과외,울산삼일고등학교|고등학생|영어|내신|과외,true,정상
school,,인천하늘고등학교,고등학교,고등학생,수학,true,인천하늘고등학교 고등학생 수학 내신과외,인천하늘고등학교고등학생수학내신과외,인천하늘고등학교고등학생수학내신과외,인천하늘고등학교 고등학생 수학 내신과외 집중과 휴식의 기준을 점검합니다 학습 방향을 함께 살펴봅니다,인천하늘고등학교|고등학생|수학|내신|과외,인천하늘고등학교|고등학생|수학|내신|과외,인천하늘고등학교|고등학생|수학|내신|과외,true,정상
school,,순천효산고등학교,고등학교,고등학생,과학,true,순천효산고등학교 고등학생 과학 내신과외,순천효산고등학교고등학생과학내신과외,순천효산고등학교고등학생과학내신과외,순천효산고등학교 고등학생 과학 내신과외 질문과 설명의 과정을 안내합니다 학습 방향을 함께 살펴봅니다,순천효산고등학교|고등학생|과학|내신|과외,순천효산고등학교|고등학생|과학|내신|과외,순천효산고등학교|고등학생|과학|내신|과외,true,정상
school,,양현고등학교,고등학교,고등학생,국어,true,양현고등학교 고등학생 국어 내신과외,양현고등학교고등학생국어내신과외,양현고등학교고등학생국어내신과외,양현고등학교 고등학생 국어 내신과외 질문과 설명 습관을 차분히 기르는 자기주도학습 방법을 살펴봅니다,양현고등학교|고등학생|국어|내신|과외,양현고등학교|고등학생|국어|내신|과외,양현고등학교|고등학생|국어|내신|과외,true,정상
school,,제주중앙여자고등학교,고등학교,고등학생,영수,true,제주중앙여자고등학교 고등학생 영수 내신과외,제주중앙여자고등학교고등학생영수내신과외,제주중앙여자고등학교고등학생영수내신과외,제주중앙여자고등학교 고등학생 영수 내신과외 주간 학습 흐름을 확인합니다 학습 방향을 함께 살펴봅니다,제주중앙여자고등학교|고등학생|영수|내신|과외,제주중앙여자고등학교|고등학생|영수|내신|과외,제주중앙여자고등학교|고등학생|영수|내신|과외,true,정상
school,,논산대건고등학교,고등학교,,,false,논산대건고등학교과외,논산대건고등학교과외,논산대건고등학교과외,논산대건고등학교과외 공부 방향을 살펴봅니다 학습 방향을 함께 살펴봅니다 시험 준비을 함께 살펴봅니다,논산대건고등학교|과외,논산대건고등학교|과외,논산대건고등학교|과외,true,정상
school,,영동미래고등학교,고등학교,,영어,false,영동미래고등학교 영어과외,영동미래고등학교영어과외,영동미래고등학교영어과외,영동미래고등학교 영어과외 어휘 복습과 독해 문제 접근 기준을 살펴봅니다 학습 방향을 함께 살펴봅니다,영동미래고등학교|영어|과외,영동미래고등학교|영어|과외,영동미래고등학교|영어|과외,true,정상
school,,강릉고등학교,고등학교,,수학,false,강릉고등학교 수학과외,강릉고등학교수학과외,강릉고등학교수학과외,강릉고등학교 수학과외 풀이 근거와 판단 순서를 꼼꼼히 살피는 학습 기록을 활용하는 방법을 정리합니다,강릉고등학교|수학|과외,강릉고등학교|수학|과외,강릉고등학교|수학|과외,true,정상
school,,시흥고등학교,고등학교,,과학,false,시흥고등학교 과학과외,시흥고등학교과학과외,시흥고등학교과학과외,시흥고등학교 과학과외 서술 과정과 답의 근거를 함께 점검하는 학습 기록을 활용하는 방법을 정리합니다,시흥고등학교|과학|과외,시흥고등학교|과학|과외,시흥고등학교|과학|과외,true,정상
school,,김해외국어고등학교,고등학교,,국어,false,김해외국어고등학교 국어과외,김해외국어고등학교국어과외,김해외국어고등학교국어과외,김해외국어고등학교 국어과외 질문과 설명 습관을 차분히 기르는 취약 부분을 보완하는 흐름을 알아봅니다,김해외국어고등학교|국어|과외,김해외국어고등학교|국어|과외,김해외국어고등학교|국어|과외,true,정상
school,,사동고등학교,고등학교,,영수,false,사동고등학교 영수과외,사동고등학교영수과외,사동고등학교영수과외,사동고등학교 영수과외 집중 시간과 공부 분량을 알맞게 나누는 학습 기록을 활용하는 방법을 정리합니다,사동고등학교|영수|과외,사동고등학교|영수|과외,사동고등학교|영수|과외,true,정상
school,,광덕고등학교,고등학교,고등,,false,광덕고등학교 고등과외,광덕고등학교고등과외,광덕고등학교고등과외,광덕고등학교 고등과외 단기 목표와 누적 복습을 함께 배치하는 취약 부분을 보완하는 흐름을 알아봅니다,광덕고등학교|고등|과외,광덕고등학교|고등|과외,광덕고등학교|고등|과외,true,정상
school,,덕원고등학교,고등학교,고등학생,,false,덕원고등학교 고등학생과외,덕원고등학교고등학생과외,덕원고등학교고등학생과외,덕원고등학교 고등학생과외 풀이 근거와 판단 순서를 꼼꼼히 살피는 교과 진도에 맞는 계획을 알아봅니다,덕원고등학교|고등학생|과외,덕원고등학교|고등학생|과외,덕원고등학교|고등학생|과외,true,정상
